Layer,Station Name,Address,City,State,Zip,County,Service Type,Status,Test Center ID / Station ID,Dealer # / DNR License,Phone,Email,Contact Name,Signed Contract (Y/N),Date of Install,Comments
Waiting List,"Glenville Shell - ON HOLD, underserved area, see notes",222 Glenville Rd,Greenwich,CT,06831,Fairfield,CERF now wants to be OBD Plus,,,U7607,(203) 531-9147,GLENTEXACO@AOL.COM,,,,"3/13 - DD found site has 2 separate garages. Will have waiting & bathrooms one place and vehicle will be tested at the other. Will install viewing monitor so motorists can watch the test being performed. 3/15 - in an underserved area and all agree we would like a station in the area but due to them having 2 separate buildings DMV did not approve. At this time we are moving back to waiting list but will try to revisit the issue late spring, early summer."
Waiting List,Preferred Automotive Services,16 Bridge St,Greenwich,CT,06830,Fairfield,"Full Service, CERF",,,R4780,2036220027,PREFERREDAUTOMOTIVE0@GMAIL.COM,,,,
Waiting List,Girard Mitibishi (now Nissan),425 Gold Star Hwy / Rte 12,Groton,CT,06340,New London,,,,N0678,(860) 448-0050,,,,,
Waiting List,S & S Transmission,460 Meridian St Ext,Groton,CT,06340,New London,OBD Plus,,,,8604458104,snstransmissions@gmail.com,,,,they own Auto Hub as well
Waiting List,Firestone - Hamden,2300 Dixwell Ave,Hamden,CT,06514,New Haven,Full Service,,,R6371,8606132901,,,,,
Waiting List,Rogers Repairs LLC,379 Welton St,Hamden,CT,06517,New Haven,Full Service/CERF,,,R6787,2037529948,rogersrepairllc@gmail.com,,,,
Waiting List,Kensington Family Auto Center,1052 Farmington Ave,Kensington,CT,06037,Hartford,,,,U7291,(860) 828-1276,,,,,"2021 - remodeling, still intertesed for future consideration"
Waiting List,Faris Auto Mall,512 W Center St,Manchester,CT,06040,Hartford,Full Service,,,U8901,8602665666,JAMES@FAMDEALER.COM,,,,Very interested …..33 bays!!!
Waiting List,"Protech Automotive, LLC",690 S Main Street,Middletown,CT,06457,Middlesex,,,,U7688,(860) 343-000,,,,,
Waiting List,Untouchable Towing LLC,170 N Main Street Suite B,Middletown,CT,06457,Middlesex,,,,U8334,(860) 398-2867,untouchabletowing860@gmail.com,,,,
Waiting List,Victor Auto Body Works,590 Washington St #594,Middletown,CT,06457,Middlesex,CERF Only?,,,U0020,8603468800,kyle@victorautobodyworks.com; tyler@victorautobodyworks.com,,,,
Waiting List,258 Devon Auto LLC,258 Bridgeport Ave,Milford,CT,06460,New Haven,Full Service,,,U8803,2033765445,branfordoffice@gmail.com,,,,
Waiting List,Car Central,50 South Washington St,Milford,CT,06460,New Haven,OBD Plus,,,U9110,6032299040,info@carcentralauto.com,,,,
Waiting List,Wiz Sports & Imports,825 Bridgeport Avenue,Milford,CT,06460,New Haven,Full Service,,,U8885,2033753800,t.thorndike@wizautos.com: Kyle@wizautos.com,,,,(cont'd) spoke w/Kyle and explained the difference between test center and CERF and which of their locations is up for inclusion. She will forward certificaion info when her mechanics provide to her
Waiting List,Precision Motor Works LLC,604 Main St,Monroe,CT,06468,Fairfield,"OBD or Full Svc, CERF",,,R8005,2039487111,precisionmotorwork@outlook.com,,,,
Waiting List,Elvis Auto,28 Main St,Moosup,CT,06354,Windham,OBD Plus,,,U8968,8602300701,elvisrodriguez1013@icloud.com,,,,
Waiting List,Sinclair Auto Palace,11 Main St,Moosup,CT,06354,Windham,Full Service,,,U8800,(860) 457-5547,aldreniasapllc@gmail.com,,,,"still interersted, 4 bays"
Waiting List,Moe's Auto,850 Rubber Avenue,Naugatuck,CT,06770,New Haven,,,,U7032,(203) 729 7206,,,,,"2025 population 32,271"
Waiting List,SL Automotive,592 Prospect St,Naugatuck,CT,06770,New Haven,"Full Service, CERF",,,U9149,2032977938,slautomotiveenterprisellc@gmail.com,,,,"unable to locate for site visit, waiting for sta to provide pics and more info | 7/30/2025 - JP contacted 8/7/25 - unable to locate for site visit, removed per JP 8/12 - added after station stated they were still interested and will send pictures"
Waiting List,American Muffler & Brake - none in NB but list shows Wallingford - not the same/moved?,770 West Main Street,New Britain,CT,06053,Hartford,,,,,(860) 505-0118,,,,,
Waiting List,Auto One LLC,1 Farmington Ave,New Britain,CT,06053,Hartford,Full Service,,,U8770,8605050816,martyna@auto-one-ct.com,,,,
Waiting List,New Canan Auto Repair Inc,35 Cross Street,New Canaan,CT,06840,Fairfield,,,,R6864,(203) 966-1121,,,,,2022 - still interested
Waiting List,Arnold's Garage,2 N Elm St,N Canaan,CT,06018,Fairfield,"Full Service, CERF",,,U1146,8608245802,arnoldstow@comcast.net,,,,
Waiting List,A&M Towing & Repair,419 Quinnipiac Ave,New Haven,CT,06513,New Haven,OBD Plus,,,U9025,2037455477,aandmtowingandrepair@gmail.com,,,,
Waiting List,Asset Auto,1031 State St,New Haven,CT,06511,New Haven,OBD Plus,,,U9069,4752346129,assetautogroup@icloud.com,,,,
Waiting List,Chets Auto Parts Inc,87 Welton Street,New Haven,CT,06511,New Haven,OBD Plus,,,J2503,(203) 915-6108 (203) 787-2277,peter@centralaa.com,,,,"recycler on DNR listing | large pool of customers w/his dealership next door, has contract w/Federal govt in NE, spacious w/huge parking lot and bay area, functional monitor"
Waiting List,Danny's Towing & Auto,321 Forbes Ave,New Haven,CT,06512,New Haven,Full Service / CERF,,,U9078,4753212248,dannystowing203@gmail.com,,,,requested phots and advised to forward CERF docs
Waiting List,Megill's Inc,1390 Whalley Ave,New Haven,CT,06515,New Haven,Full Service,,,U1295,2033872236,MEGILLSGARAGENH2@GMAIL.COM,,,,"called to check on status, will send photos"
Waiting List,Rick's Auto Center,1545 State St,New Haven,CT,06511,New Haven,OBD Plus/VIN Only,,,U9100,(303) 909-6531,ricku86@comcast.net,,,,
Waiting List,Goodyear Tire Auto Service,527 Vauxhall Street,New London,CT,06320,New London,OBD Plus,,,,(860) 447-1745,gsr0639@goodyear.com,,,,9/29 - spoke w/Bryan Clark and asked him to hold off signing the contract until further notice 11/1 - advised Bryan did not have the authority to sign the site up for emissions testing as it must be a corporate decision
Waiting List,Meineke,665 Broad Street,New London,CT,06320,New London,OBD Plus/CERF,,,R7204,8604456743,DWICK15490@AOL.COM,,,,2/16/26 - emailed for status update
Waiting List,Secor Subaru Inc,501 Broad Street,New London,CT,06320,New London,,,,U2585,(860) 442-2323,eweiss@secorauto.com,,,,
Waiting List,Art Collisions Corp,83 Danbury Road,New Milford,CT,06776,Litchfield,Full Service,,,U8908,8603553761,mike@andysautocoachworks.com,,,,
Waiting List,Envy Service Center,5 Danbury rd Unit 5,New Milford,CT,06776,Litchfield,Full Service,,,,8603338176,Envyservicecenter@gmail.com,,,,
Waiting List,Quizhpi Auto Sales,16 Danbury Rd,New Milford,CT,06776,Litchfield,"OBD, CERF",,,U9218,8607174161,quizhpiauto@gmail.com,,,,
Waiting List,New Milford Autobody,26 Bridge St,New Milford,CT,06776,Litchfield,Full Service,,,U8975,8603554230,newmilfordautobody@gmail.com,,,,
Waiting List,Dowler Garage see notes ?,199 New Milford Tpke,New Preston,CT,06777,Litchfield,Full Service,,,,8608682719,mkdnyc@yahoo.com,,,,"Underserved area but most likely will not meet DMV requirements | waiting room area is very smaill & has no seating, window to inspection bay which is messy but can be cleared out, messy shop & office area, bathroom is dirty & cluttered w/broken door knob (probably willl not meet DMV standards)"
Waiting List,Sugar Hill Service Center,153 Sugar St.,Newtown,CT,06470,Fairfield,,,,U5723,(203) 426-8409,,,,,"Population in 2023 - 1,879 Currently we have 1 station"
Waiting List,Go Motors LLC,184 Flanders Rd.,Niantic,CT,06357,New London,,,,U8738,(860) 839-2518,mary@gomotorsusa.com,,,,"on the fence needs to discuss w/business partner, refused to allow photos, 1 mi from another test site"
Waiting List,Grease Monkey #8114,384 State St,North Haven,CT,06473,New Haven,OBD Plus,,,,2032489112,8114@fsaretail.com,,,,
Waiting List,Safeline Tire and Auto Repair,219 Main St.,Norwalk,CT,06851,Fairfield,CERF only,,,R5724,(203) 845-8828,safelinetire@gmail.com,,,,CERF ONLY
Waiting List,Express Mechanic Service,554 Main St,Oakville,CT,06779,New London,CERF only,,,R7872,4752165091,DISCOUNTCARMECHANIC@GMAIL.COM,,,,CERF ONLY
Waiting List,Grossman Nissan,295 Middlesex Tpke,Old Saybrook,CT,06475,Middlesex,Full Service,,,N2074,8605751219,lgrossman@grossmanautos.com,,,,
Waiting List,Meineke - Old Saybrook,820 Boston Post Road,Old Saybrook,CT,06475,Middlesex,OBD Plus,,,U5925,(203) 650-8942,,,,,
Waiting List,Tapia Auto Care,2 Center Rd,Old Saybrook,CT,06475,Middlesex,OBD Plus,,,U8676,8603885666,tapiaautocare@gmail.com,,,,
Waiting List,Pep Boys - Orange,145 Boston Post Rd,Orange,CT,06477,New Haven,OBD Plus,,,R7900,2036846382,conrad_chan@pepboys.com,,,,site visit done during implemenation
Waiting List,The Car Doctor,3 Hayden Avenue,Plainville,CT,06062,Hartford,?,,,U7828,8609474262,,,,,will call back if still interested
Waiting List,Route 10 Motors,165 East St,Plainville,CT,06062,Hartford,Full Service / CERF,,,U9084,8609855605,route10motors@gmail.com,,,,will send photos
Waiting List,Cargill Chevrolet Co Inc,23 Livery Street,Putnam,CT,06260,Windham,Full Service / CERF,,,,8609286591,mlarcher@maverickmotorgroup.com,,,,previously in program
Waiting List,DKC Auto Service - (see notes),253 Kennedy Dr,Putnam,CT,06260,Windham,Full Service,,,R7012,8609285100,coreycaissie7791@gmail.com,,,,previously in program
Waiting List,Auto Bon LLC,89 Wolcott Road,Simsbury,CT,06070,Hartford,Full Service,,,U7603,(860) 651-9454,,,,,
Waiting List,Farmington Motor Sports,1206 Queen St,Southington,CT,06489,Middlesex,OBD Plus,,,U9090,8607474551,service@farmingtonmotorsports.com,,,,
Waiting List,Hemlock Hill RV Sales,2123 Meriden Waterbury Tpke,Southington,CT,06489,Middlesex,VIN Only,,,N2373,8604262843,invoices@hhrvct.com,,,,9/29/25 - VIN ONLY referred to Geoff for table availability
Waiting List,Carvana,13 John Fitch Blvd,South Windsor,CT,06074,Hartford,OBD Plus,,,U9137,4809304869,licensing@carvana.com,,,,will be open to the public
Waiting List,Auto Medics,207b East St,Stafford Springs,CT,06076,Tolland,CERF Only,,,R7509,8606840841,automedicst@gmail.com,,,,
Waiting List,Honda of Stamford,35 Magee Ave,Stamford,CT,06902,Fairfield,Full Svc/CERF,,,N2793,2036200600,zleist@hondaofstamford.com,,,,
Waiting List,Hope Energy Services,250 Hope St,Stamford,CT,06906,Fairfield,OBD Plus,,,?,(914) 400-4117,hopeautorepairs@yahoo.com,,,,"site in going thru transfer of ownership (see comments) | 6/26/26 - per email - Once the new ownership is finalized and the new DNR is issued, our plan is to begin the process to qualify as an emissions test center"
Waiting List,M & J Automotive,2661 Long Ridge Rd.,Stamford,CT,06903,Fairfield,,,,R7331,(203) 504 8877,mjautostamford@gmail.com,,,,
Waiting List,Meineke - Stamford,967 East Main Street,Stamford,CT,06902,Fairfield,OBD Plus,,,R6597,2039980805,,,,,
Waiting List,Riley Automobiles DBA Riley Car Care,747 East Main Street,Stamford,CT,06902,Fairfield,,,,U7316,(203) 391-7714,,,,,
Waiting List,Subaru Stamford,198 Baxter Ave,Stamford,CT,06902,Fairfield,,,,N2461,(203) 252-2131,bnalepa@suburustamford.com,,,,
Waiting List,High Ridge Shell,899 High Ridge Road,Stamford,CT,06905,Fairfield,,,,R7429,(203) 329-9947,,,,,
Waiting List,Maxis General Auto Repair,740 Honeyspot Road,Stratford,CT,06615,Fairfield,Full Service / CERF,,,U7738,2036852509,Donaldsteohens158545@gmail.com,,,,
Waiting List,Shoreline Tire LLC,1245 Stratford Ave,Stratford,CT,06615,Fairfield,"OBD Plus, CERF",,,R7899,2032432685,mo51289@hotmail.com,,,,
Waiting List,Northwest Hills Chrysler Jeep LLC,2033 East Main Street,Torrington,CT,06790,Litchfield,,,,N2263,8604820700,,,,,vm 1/28/23
Waiting List,Thames River Motorcars LLC,2090 Norwich-New London Tpke,Uncasville,CT,06382,New London,,,,U8621,(860) 367-0500,thamesrivermotorcars@gmail.com,,,,"Population in 2023 -12,142 Currently we have 1 station"
Waiting List,Firestone - Vernon,327 Hartford Turnpike,Vernon,CT,06066,Tolland,Full Service,,,R6360,(860) 613-2901,bbeaudoin@bfrc.com,,,,
Waiting List,Jiffy Lube #776,111 Talcottville Road,Vernon,CT,06066,Tolland,Full Service,,,R7102,(512) 769-5951,,,,,
Waiting List,Meineke - Vernon,370A Hartford Tpke,Vernon,CT,06066,Tolland,OBD Plus/CERT,,,R6140,8608710868,vernonmeineke@yahoo.com,,,,
Waiting List,Meineke,1012 New Britain Ave,W Hartford,CT,06110,Hartford,Full Service,,,U7579,8604809206,jonavitable19@gmail.com,,,,previously in program but decertifed
Waiting List,Darrells Auto Sales & Service,722 N Colony Road,Wallingford,CT,06492,New Haven,Full Service,,,R7219,(203) 626-9741,darrelltowing@yahoo.com,,,,"older building, bathroom is dirty (pictures reflect it needs cleaning, new flooring and paint) the waiting area is tidy but small (only 1 couch for all to sit), 3 parking spaces, functional waiting room monitor"
Waiting List,Quality Used Cars LLC,110 Pent Highway,Wallingford,CT,06492,New Haven,"OBD Plus, CERF",,,U7673,20326269747,peterqualityusedcars@gmail.com,,,,
Waiting List,Vertucci Automotive,848 S Colony Rd,Wallingford,CT,06492,New Haven,OBD Plus,,,U4898,2032692323,joe@vertucciauto.com,,,,10/20/25 - added to CERF list | 10/16/24 - advised to send a photo of each of the areas we request
Waiting List,Wallingford Auto Center,283 S Colony Rd,Wallingford,CT,06492,New Haven,OBD Plus,,,U8428,2022659330,wallingfordautos@gmail.com,,,,
Waiting List,Carfast Auto Center,434 Congress Ave,Waterbury,CT,06708,New Haven,OBD Plus,,,U9023,2034905685,carfastautocenter@gmail.com,,,,
Waiting List,Jerrys Auto Care Cen,628 Lakewood Rd,Waterbury,CT,06704,New Haven,"OBD Plus, VIN or CERF",,,U9217,4752352822,info@jerrysautocarecenter.com,,,,persistent caller
Waiting List,Meineke Car Care Center,1012 New Britain Ave,West Hartford,CT,06110,Hartford,"OBD Plus, CERF",,,U7579,8604809206,jonavitable19@gmail.com,,,,
Waiting List,Prospect Foreign Auto,595 Prospect Avenue,West Hartford,CT,06105,Hartford,Full Service & CERF,,,U9240,8602326132,prospectforeignauto@gmail.com,,,,
Waiting List,Anderson Auto Corp,449 Derby Ave,West Haven,CT,06516,New Haven,Full Service & CERF,,,U9166,2033871272,VIC@ANDERSONAUTOCT.COM,,,,
Waiting List,Take 5 Oil Change,1083 Orange Ave,West Haven,CT,06516,New Haven,OBD Plus,,,,2038240299,frank@faulkner-take5.com,,,,
Waiting List,Superior Auto,779 Boston Post Road,Westbrook,CT,06498,Middlesex,,,,R5636,(860) 399-9999,superiorautowb@gmail.com,,,,"Population 2,317, we have 1 station"
Waiting List,Jiffy Lube,1761 Berlin Turnpike,Wethersfield,CT,06109,Hartford,Full Service,,,R7103,(512) 769-5951,,,,,
Waiting List,Performance Motor Cars,1039 Danbury Road,Wilton,CT,06897,Fairfield,,,,U8616,(203) 587-1777,,,,,
Waiting List,J&D Windsor Garage,33 Palisado Ave,Windsor,CT,06095,Hartford,"OBD plus, CERF",,,R7620,8602189783,jdwindsorgarage@gmail.com,,,,advised to send photos & CERF docs
Waiting List,Fran's Automotive,392 Wolcott Rd,Wolcott,CT,06716,New Haven,OBD Plus,,,,(203) 879-2162,fransautomotive@live.com,,,,
